id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes
796,negation,simple_negation,The product love solid,The product don't love solid,positive,negative,"['love', ""don't love"", 'solid']",[4],medium,"[4, 5, 6]",Simple negation: love vs don't love with solid
797,negation,simple_negation,The product are fine,The product aren't fine,positive,negative,"['are', ""aren't"", 'fine']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with fine
798,negation,simple_negation,The product were nice,The product weren't nice,positive,negative,"['were', ""weren't"", 'nice']",[4],medium,"[4, 5, 6]",Simple negation: were vs weren't with nice
799,negation,simple_negation,The movie love nice,The movie don't love nice,positive,negative,"['love', ""don't love"", 'nice']",[4],medium,"[4, 5, 6]",Simple negation: love vs don't love with nice
800,negation,simple_negation,The restaurant  fine,The restaurant not  fine,positive,negative,"['', 'not ', 'fine']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with fine
801,negation,simple_negation,The book enjoy solid,The book don't enjoy solid,positive,negative,"['enjoy', ""don't enjoy"", 'solid']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with solid
802,negation,simple_negation,The product love solid,The product don't love solid,positive,negative,"['love', ""don't love"", 'solid']",[4],medium,"[4, 5, 6]",Simple negation: love vs don't love with solid
803,negation,simple_negation,The movie  fine,The movie not  fine,positive,negative,"['', 'not ', 'fine']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with fine
804,negation,simple_negation,The product enjoy satisfying,The product don't enjoy satisfying,positive,negative,"['enjoy', ""don't enjoy"", 'satisfying']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with satisfying
805,negation,simple_negation,The movie like pleasant,The movie don't like pleasant,positive,negative,"['like', ""don't like"", 'pleasant']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with pleasant
806,negation,simple_negation,The movie  acceptable,The movie not  acceptable,positive,negative,"['', 'not ', 'acceptable']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with acceptable
807,negation,simple_negation,The movie always solid,The movie never solid,positive,negative,"['always', 'never', 'solid']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with solid
808,negation,simple_negation,The product  fine,The product not  fine,positive,negative,"['', 'not ', 'fine']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with fine
809,negation,simple_negation,The restaurant enjoy decent,The restaurant don't enjoy decent,positive,negative,"['enjoy', ""don't enjoy"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with decent
810,negation,simple_negation,The movie enjoy acceptable,The movie don't enjoy acceptable,positive,negative,"['enjoy', ""don't enjoy"", 'acceptable']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with acceptable
811,negation,simple_negation,The book  acceptable,The book never  acceptable,positive,negative,"['', 'never ', 'acceptable']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with acceptable
812,negation,simple_negation,The restaurant were satisfying,The restaurant weren't satisfying,positive,negative,"['were', ""weren't"", 'satisfying']",[4],medium,"[4, 5, 6]",Simple negation: were vs weren't with satisfying
813,negation,simple_negation,The movie  pleasant,The movie never  pleasant,positive,negative,"['', 'never ', 'pleasant']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with pleasant
814,negation,simple_negation,The product were enjoyable,The product weren't enjoyable,positive,negative,"['were', ""weren't"", 'enjoyable']",[4],medium,"[4, 5, 6]",Simple negation: were vs weren't with enjoyable
815,negation,simple_negation,The book love enjoyable,The book don't love enjoyable,positive,negative,"['love', ""don't love"", 'enjoyable']",[4],medium,"[4, 5, 6]",Simple negation: love vs don't love with enjoyable
816,negation,simple_negation,The book like nice,The book don't like nice,positive,negative,"['like', ""don't like"", 'nice']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with nice
817,negation,simple_negation,The movie are fine,The movie aren't fine,positive,negative,"['are', ""aren't"", 'fine']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with fine
818,negation,simple_negation,The movie  good,The movie not  good,positive,negative,"['', 'not ', 'good']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with good
819,negation,simple_negation,The book  nice,The book not  nice,positive,negative,"['', 'not ', 'nice']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with nice
820,negation,simple_negation,The movie love okay,The movie don't love okay,positive,negative,"['love', ""don't love"", 'okay']",[4],medium,"[4, 5, 6]",Simple negation: love vs don't love with okay
821,negation,simple_negation,The book was fine,The book wasn't fine,positive,negative,"['was', ""wasn't"", 'fine']",[4],medium,"[4, 5, 6]",Simple negation: was vs wasn't with fine
822,negation,simple_negation,The restaurant are decent,The restaurant aren't decent,positive,negative,"['are', ""aren't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with decent
823,negation,simple_negation,The restaurant  fine,The restaurant never  fine,positive,negative,"['', 'never ', 'fine']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with fine
824,negation,simple_negation,The product like enjoyable,The product don't like enjoyable,positive,negative,"['like', ""don't like"", 'enjoyable']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with enjoyable
825,negation,simple_negation,The restaurant  okay,The restaurant not  okay,positive,negative,"['', 'not ', 'okay']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with okay
826,negation,simple_negation,The product is good,The product isn't good,positive,negative,"['is', ""isn't"", 'good']",[4],medium,"[4, 5, 6]",Simple negation: is vs isn't with good
827,negation,simple_negation,The movie was decent,The movie wasn't decent,positive,negative,"['was', ""wasn't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: was vs wasn't with decent
828,negation,simple_negation,The product were decent,The product weren't decent,positive,negative,"['were', ""weren't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: were vs weren't with decent
829,negation,simple_negation,The movie like satisfying,The movie don't like satisfying,positive,negative,"['like', ""don't like"", 'satisfying']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with satisfying
830,negation,simple_negation,The book  fine,The book never  fine,positive,negative,"['', 'never ', 'fine']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with fine
831,negation,simple_negation,The book like acceptable,The book don't like acceptable,positive,negative,"['like', ""don't like"", 'acceptable']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with acceptable
832,negation,simple_negation,The product are satisfying,The product aren't satisfying,positive,negative,"['are', ""aren't"", 'satisfying']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with satisfying
833,negation,simple_negation,The restaurant was good,The restaurant wasn't good,positive,negative,"['was', ""wasn't"", 'good']",[4],medium,"[4, 5, 6]",Simple negation: was vs wasn't with good
834,negation,simple_negation,The product are pleasant,The product aren't pleasant,positive,negative,"['are', ""aren't"", 'pleasant']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with pleasant
835,negation,simple_negation,The movie always satisfying,The movie never satisfying,positive,negative,"['always', 'never', 'satisfying']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with satisfying
836,negation,simple_negation,The movie always fine,The movie never fine,positive,negative,"['always', 'never', 'fine']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with fine
837,negation,simple_negation,The product enjoy fine,The product don't enjoy fine,positive,negative,"['enjoy', ""don't enjoy"", 'fine']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with fine
838,negation,simple_negation,The restaurant  fine,The restaurant never  fine,positive,negative,"['', 'never ', 'fine']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with fine
839,negation,simple_negation,The movie always okay,The movie never okay,positive,negative,"['always', 'never', 'okay']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with okay
840,negation,simple_negation,The restaurant always enjoyable,The restaurant never enjoyable,positive,negative,"['always', 'never', 'enjoyable']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with enjoyable
841,negation,simple_negation,The movie  decent,The movie never  decent,positive,negative,"['', 'never ', 'decent']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with decent
842,negation,simple_negation,The restaurant was good,The restaurant wasn't good,positive,negative,"['was', ""wasn't"", 'good']",[4],medium,"[4, 5, 6]",Simple negation: was vs wasn't with good
843,negation,simple_negation,The movie are good,The movie aren't good,positive,negative,"['are', ""aren't"", 'good']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with good
844,negation,simple_negation,The book  nice,The book never  nice,positive,negative,"['', 'never ', 'nice']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with nice
845,negation,simple_negation,The book  acceptable,The book never  acceptable,positive,negative,"['', 'never ', 'acceptable']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with acceptable
846,negation,simple_negation,The movie enjoy solid,The movie don't enjoy solid,positive,negative,"['enjoy', ""don't enjoy"", 'solid']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with solid
847,negation,simple_negation,The product  okay,The product never  okay,positive,negative,"['', 'never ', 'okay']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with okay
848,negation,simple_negation,The restaurant is nice,The restaurant isn't nice,positive,negative,"['is', ""isn't"", 'nice']",[4],medium,"[4, 5, 6]",Simple negation: is vs isn't with nice
849,negation,simple_negation,The book always okay,The book never okay,positive,negative,"['always', 'never', 'okay']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with okay
850,negation,simple_negation,The restaurant was decent,The restaurant wasn't decent,positive,negative,"['was', ""wasn't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: was vs wasn't with decent
851,negation,simple_negation,The movie enjoy fine,The movie don't enjoy fine,positive,negative,"['enjoy', ""don't enjoy"", 'fine']",[4],medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with fine
852,negation,simple_negation,The product  okay,The product not  okay,positive,negative,"['', 'not ', 'okay']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with okay
853,negation,simple_negation,The restaurant was enjoyable,The restaurant wasn't enjoyable,positive,negative,"['was', ""wasn't"", 'enjoyable']",[4],medium,"[4, 5, 6]",Simple negation: was vs wasn't with enjoyable
854,negation,simple_negation,The product were okay,The product weren't okay,positive,negative,"['were', ""weren't"", 'okay']",[4],medium,"[4, 5, 6]",Simple negation: were vs weren't with okay
855,negation,simple_negation,The product always pleasant,The product never pleasant,positive,negative,"['always', 'never', 'pleasant']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with pleasant
856,negation,simple_negation,The book  pleasant,The book not  pleasant,positive,negative,"['', 'not ', 'pleasant']",[3],medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant
857,negation,simple_negation,The movie like satisfying,The movie don't like satisfying,positive,negative,"['like', ""don't like"", 'satisfying']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with satisfying
858,negation,simple_negation,The restaurant were good,The restaurant weren't good,positive,negative,"['were', ""weren't"", 'good']",[4],medium,"[4, 5, 6]",Simple negation: were vs weren't with good
859,negation,simple_negation,The movie  okay,The movie never  okay,positive,negative,"['', 'never ', 'okay']",[3],medium,"[4, 5, 6]",Simple negation:  vs never  with okay
860,negation,simple_negation,The book like acceptable,The book don't like acceptable,positive,negative,"['like', ""don't like"", 'acceptable']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with acceptable
861,negation,simple_negation,The restaurant always nice,The restaurant never nice,positive,negative,"['always', 'never', 'nice']",[4],medium,"[4, 5, 6]",Simple negation: always vs never with nice
862,negation,simple_negation,The restaurant is decent,The restaurant isn't decent,positive,negative,"['is', ""isn't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: is vs isn't with decent
863,negation,simple_negation,The product like good,The product don't like good,positive,negative,"['like', ""don't like"", 'good']",[4],medium,"[4, 5, 6]",Simple negation: like vs don't like with good
864,negation,simple_negation,The movie is decent,The movie isn't decent,positive,negative,"['is', ""isn't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: is vs isn't with decent
865,negation,simple_negation,The restaurant is acceptable,The restaurant isn't acceptable,positive,negative,"['is', ""isn't"", 'acceptable']",[4],medium,"[4, 5, 6]",Simple negation: is vs isn't with acceptable
866,negation,simple_negation,The product are decent,The product aren't decent,positive,negative,"['are', ""aren't"", 'decent']",[4],medium,"[4, 5, 6]",Simple negation: are vs aren't with decent
867,negation,intensified_negation,The book was quite outstanding,The book wasn't quite outstanding,positive,negative,"['was', ""wasn't"", 'quite', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite outstanding
868,negation,intensified_negation,The restaurant was very spectacular,The restaurant wasn't very spectacular,positive,negative,"['was', ""wasn't"", 'very', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very spectacular
869,negation,intensified_negation,The book was fairly fantastic,The book wasn't fairly fantastic,positive,negative,"['was', ""wasn't"", 'fairly', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly fantastic
870,negation,intensified_negation,The book was very excellent,The book wasn't very excellent,positive,negative,"['was', ""wasn't"", 'very', 'excellent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very excellent
871,negation,intensified_negation,The movie was quite incredible,The movie wasn't quite incredible,positive,negative,"['was', ""wasn't"", 'quite', 'incredible']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite incredible
872,negation,intensified_negation,The product was very outstanding,The product wasn't very outstanding,positive,negative,"['was', ""wasn't"", 'very', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very outstanding
873,negation,intensified_negation,The movie was fairly spectacular,The movie wasn't fairly spectacular,positive,negative,"['was', ""wasn't"", 'fairly', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly spectacular
874,negation,intensified_negation,The movie was fairly wonderful,The movie wasn't fairly wonderful,positive,negative,"['was', ""wasn't"", 'fairly', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly wonderful
875,negation,intensified_negation,The book was quite incredible,The book wasn't quite incredible,positive,negative,"['was', ""wasn't"", 'quite', 'incredible']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite incredible
876,negation,intensified_negation,The movie was rather outstanding,The movie wasn't rather outstanding,positive,negative,"['was', ""wasn't"", 'rather', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather outstanding
877,negation,intensified_negation,The book was quite fantastic,The book wasn't quite fantastic,positive,negative,"['was', ""wasn't"", 'quite', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite fantastic
878,negation,intensified_negation,The product was rather brilliant,The product wasn't rather brilliant,positive,negative,"['was', ""wasn't"", 'rather', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather brilliant
879,negation,intensified_negation,The restaurant was fairly magnificent,The restaurant wasn't fairly magnificent,positive,negative,"['was', ""wasn't"", 'fairly', 'magnificent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly magnificent
880,negation,intensified_negation,The product was pretty brilliant,The product wasn't pretty brilliant,positive,negative,"['was', ""wasn't"", 'pretty', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty brilliant
881,negation,intensified_negation,The restaurant was pretty fantastic,The restaurant wasn't pretty fantastic,positive,negative,"['was', ""wasn't"", 'pretty', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty fantastic
882,negation,intensified_negation,The movie was very brilliant,The movie wasn't very brilliant,positive,negative,"['was', ""wasn't"", 'very', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very brilliant
883,negation,intensified_negation,The restaurant was rather incredible,The restaurant wasn't rather incredible,positive,negative,"['was', ""wasn't"", 'rather', 'incredible']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather incredible
884,negation,intensified_negation,The movie was quite outstanding,The movie wasn't quite outstanding,positive,negative,"['was', ""wasn't"", 'quite', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite outstanding
885,negation,intensified_negation,The restaurant was very outstanding,The restaurant wasn't very outstanding,positive,negative,"['was', ""wasn't"", 'very', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very outstanding
886,negation,intensified_negation,The restaurant was very outstanding,The restaurant wasn't very outstanding,positive,negative,"['was', ""wasn't"", 'very', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very outstanding
887,negation,intensified_negation,The movie was quite outstanding,The movie wasn't quite outstanding,positive,negative,"['was', ""wasn't"", 'quite', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite outstanding
888,negation,intensified_negation,The book was fairly outstanding,The book wasn't fairly outstanding,positive,negative,"['was', ""wasn't"", 'fairly', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly outstanding
889,negation,intensified_negation,The book was fairly excellent,The book wasn't fairly excellent,positive,negative,"['was', ""wasn't"", 'fairly', 'excellent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly excellent
890,negation,intensified_negation,The product was fairly incredible,The product wasn't fairly incredible,positive,negative,"['was', ""wasn't"", 'fairly', 'incredible']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly incredible
891,negation,intensified_negation,The movie was rather outstanding,The movie wasn't rather outstanding,positive,negative,"['was', ""wasn't"", 'rather', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather outstanding
892,negation,intensified_negation,The book was fairly excellent,The book wasn't fairly excellent,positive,negative,"['was', ""wasn't"", 'fairly', 'excellent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly excellent
893,negation,intensified_negation,The restaurant was pretty magnificent,The restaurant wasn't pretty magnificent,positive,negative,"['was', ""wasn't"", 'pretty', 'magnificent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty magnificent
894,negation,intensified_negation,The book was pretty fantastic,The book wasn't pretty fantastic,positive,negative,"['was', ""wasn't"", 'pretty', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty fantastic
895,negation,intensified_negation,The movie was pretty brilliant,The movie wasn't pretty brilliant,positive,negative,"['was', ""wasn't"", 'pretty', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty brilliant
896,negation,intensified_negation,The book was pretty amazing,The book wasn't pretty amazing,positive,negative,"['was', ""wasn't"", 'pretty', 'amazing']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty amazing
897,negation,intensified_negation,The movie was quite magnificent,The movie wasn't quite magnificent,positive,negative,"['was', ""wasn't"", 'quite', 'magnificent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite magnificent
898,negation,intensified_negation,The restaurant was quite amazing,The restaurant wasn't quite amazing,positive,negative,"['was', ""wasn't"", 'quite', 'amazing']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite amazing
899,negation,intensified_negation,The book was very wonderful,The book wasn't very wonderful,positive,negative,"['was', ""wasn't"", 'very', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very wonderful
900,negation,intensified_negation,The product was very superb,The product wasn't very superb,positive,negative,"['was', ""wasn't"", 'very', 'superb']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very superb
901,negation,intensified_negation,The product was very wonderful,The product wasn't very wonderful,positive,negative,"['was', ""wasn't"", 'very', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very wonderful
902,negation,intensified_negation,The product was fairly superb,The product wasn't fairly superb,positive,negative,"['was', ""wasn't"", 'fairly', 'superb']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly superb
903,negation,intensified_negation,The product was fairly outstanding,The product wasn't fairly outstanding,positive,negative,"['was', ""wasn't"", 'fairly', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly outstanding
904,negation,intensified_negation,The book was pretty wonderful,The book wasn't pretty wonderful,positive,negative,"['was', ""wasn't"", 'pretty', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty wonderful
905,negation,intensified_negation,The book was quite wonderful,The book wasn't quite wonderful,positive,negative,"['was', ""wasn't"", 'quite', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite wonderful
906,negation,intensified_negation,The restaurant was rather wonderful,The restaurant wasn't rather wonderful,positive,negative,"['was', ""wasn't"", 'rather', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather wonderful
907,negation,intensified_negation,The restaurant was quite excellent,The restaurant wasn't quite excellent,positive,negative,"['was', ""wasn't"", 'quite', 'excellent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite excellent
908,negation,intensified_negation,The movie was very wonderful,The movie wasn't very wonderful,positive,negative,"['was', ""wasn't"", 'very', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very wonderful
909,negation,intensified_negation,The restaurant was pretty spectacular,The restaurant wasn't pretty spectacular,positive,negative,"['was', ""wasn't"", 'pretty', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty spectacular
910,negation,intensified_negation,The movie was very excellent,The movie wasn't very excellent,positive,negative,"['was', ""wasn't"", 'very', 'excellent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very excellent
911,negation,intensified_negation,The movie was fairly outstanding,The movie wasn't fairly outstanding,positive,negative,"['was', ""wasn't"", 'fairly', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly outstanding
912,negation,intensified_negation,The book was fairly fantastic,The book wasn't fairly fantastic,positive,negative,"['was', ""wasn't"", 'fairly', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly fantastic
913,negation,intensified_negation,The movie was quite amazing,The movie wasn't quite amazing,positive,negative,"['was', ""wasn't"", 'quite', 'amazing']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite amazing
914,negation,intensified_negation,The movie was fairly spectacular,The movie wasn't fairly spectacular,positive,negative,"['was', ""wasn't"", 'fairly', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly spectacular
915,negation,intensified_negation,The book was pretty outstanding,The book wasn't pretty outstanding,positive,negative,"['was', ""wasn't"", 'pretty', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty outstanding
916,negation,intensified_negation,The product was rather amazing,The product wasn't rather amazing,positive,negative,"['was', ""wasn't"", 'rather', 'amazing']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather amazing
917,negation,intensified_negation,The movie was pretty amazing,The movie wasn't pretty amazing,positive,negative,"['was', ""wasn't"", 'pretty', 'amazing']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty amazing
918,negation,intensified_negation,The book was very magnificent,The book wasn't very magnificent,positive,negative,"['was', ""wasn't"", 'very', 'magnificent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very magnificent
919,negation,intensified_negation,The product was pretty spectacular,The product wasn't pretty spectacular,positive,negative,"['was', ""wasn't"", 'pretty', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty spectacular
920,negation,intensified_negation,The book was very outstanding,The book wasn't very outstanding,positive,negative,"['was', ""wasn't"", 'very', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very outstanding
921,negation,intensified_negation,The book was very superb,The book wasn't very superb,positive,negative,"['was', ""wasn't"", 'very', 'superb']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very superb
922,negation,intensified_negation,The restaurant was fairly wonderful,The restaurant wasn't fairly wonderful,positive,negative,"['was', ""wasn't"", 'fairly', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly wonderful
923,negation,intensified_negation,The movie was quite superb,The movie wasn't quite superb,positive,negative,"['was', ""wasn't"", 'quite', 'superb']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite superb
924,negation,intensified_negation,The movie was very spectacular,The movie wasn't very spectacular,positive,negative,"['was', ""wasn't"", 'very', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very spectacular
925,negation,intensified_negation,The movie was quite brilliant,The movie wasn't quite brilliant,positive,negative,"['was', ""wasn't"", 'quite', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite brilliant
926,negation,intensified_negation,The restaurant was fairly brilliant,The restaurant wasn't fairly brilliant,positive,negative,"['was', ""wasn't"", 'fairly', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly brilliant
927,negation,intensified_negation,The movie was rather outstanding,The movie wasn't rather outstanding,positive,negative,"['was', ""wasn't"", 'rather', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather outstanding
928,negation,intensified_negation,The book was fairly magnificent,The book wasn't fairly magnificent,positive,negative,"['was', ""wasn't"", 'fairly', 'magnificent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly magnificent
929,negation,intensified_negation,The product was quite wonderful,The product wasn't quite wonderful,positive,negative,"['was', ""wasn't"", 'quite', 'wonderful']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite wonderful
930,negation,intensified_negation,The book was very superb,The book wasn't very superb,positive,negative,"['was', ""wasn't"", 'very', 'superb']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very superb
931,negation,intensified_negation,The book was fairly brilliant,The book wasn't fairly brilliant,positive,negative,"['was', ""wasn't"", 'fairly', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly brilliant
932,negation,intensified_negation,The book was rather fantastic,The book wasn't rather fantastic,positive,negative,"['was', ""wasn't"", 'rather', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with rather fantastic
933,negation,intensified_negation,The book was fairly fantastic,The book wasn't fairly fantastic,positive,negative,"['was', ""wasn't"", 'fairly', 'fantastic']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly fantastic
934,negation,intensified_negation,The product was pretty outstanding,The product wasn't pretty outstanding,positive,negative,"['was', ""wasn't"", 'pretty', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty outstanding
935,negation,intensified_negation,The movie was pretty spectacular,The movie wasn't pretty spectacular,positive,negative,"['was', ""wasn't"", 'pretty', 'spectacular']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with pretty spectacular
936,negation,intensified_negation,The book was quite outstanding,The book wasn't quite outstanding,positive,negative,"['was', ""wasn't"", 'quite', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with quite outstanding
937,negation,intensified_negation,The restaurant was very brilliant,The restaurant wasn't very brilliant,positive,negative,"['was', ""wasn't"", 'very', 'brilliant']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with very brilliant
938,negation,intensified_negation,The product was fairly excellent,The product wasn't fairly excellent,positive,negative,"['was', ""wasn't"", 'fairly', 'excellent']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly excellent
939,negation,intensified_negation,The product was fairly amazing,The product wasn't fairly amazing,positive,negative,"['was', ""wasn't"", 'fairly', 'amazing']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly amazing
940,negation,intensified_negation,The movie was fairly outstanding,The movie wasn't fairly outstanding,positive,negative,"['was', ""wasn't"", 'fairly', 'outstanding']",[5],hard,"[5, 6, 7]",Intensified negation: was vs wasn't with fairly outstanding
