id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes,Context
536,negation,simple_negation,The product is decent,The product isn't decent,positive,negative,"['is', ""isn't"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with decent,Simple negation
537,negation,simple_negation,The product is acceptable,The product isn't acceptable,positive,negative,"['is', ""isn't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with acceptable,Simple negation
538,negation,simple_negation,The book were enjoyable,The book weren't enjoyable,positive,negative,"['were', ""weren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with enjoyable,Simple negation
539,negation,simple_negation,The product  satisfying,The product not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
540,negation,simple_negation,The restaurant  okay,The restaurant not  okay,positive,negative,"['', 'not ', 'okay']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with okay,Simple negation
541,negation,simple_negation,The product  pleasant,The product not  pleasant,positive,negative,"['', 'not ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant,Simple negation
542,negation,simple_negation,The movie love nice,The movie don't love nice,positive,negative,"['love', ""don't love"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with nice,Simple negation
543,negation,simple_negation,The product was enjoyable,The product wasn't enjoyable,positive,negative,"['was', ""wasn't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with enjoyable,Simple negation
544,negation,simple_negation,The restaurant are fine,The restaurant aren't fine,positive,negative,"['are', ""aren't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with fine,Simple negation
545,negation,simple_negation,The product were decent,The product weren't decent,positive,negative,"['were', ""weren't"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with decent,Simple negation
546,negation,simple_negation,The product like okay,The product don't like okay,positive,negative,"['like', ""don't like"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with okay,Simple negation
547,negation,simple_negation,The restaurant are decent,The restaurant aren't decent,positive,negative,"['are', ""aren't"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with decent,Simple negation
548,negation,simple_negation,The restaurant  fine,The restaurant never  fine,positive,negative,"['', 'never ', 'fine']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with fine,Simple negation
549,negation,simple_negation,The book is enjoyable,The book isn't enjoyable,positive,negative,"['is', ""isn't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with enjoyable,Simple negation
550,negation,simple_negation,The movie love good,The movie don't love good,positive,negative,"['love', ""don't love"", 'good']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with good,Simple negation
551,negation,simple_negation,The product enjoy solid,The product don't enjoy solid,positive,negative,"['enjoy', ""don't enjoy"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with solid,Simple negation
552,negation,simple_negation,The book was nice,The book wasn't nice,positive,negative,"['was', ""wasn't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with nice,Simple negation
553,negation,simple_negation,The book love fine,The book don't love fine,positive,negative,"['love', ""don't love"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with fine,Simple negation
554,negation,simple_negation,The product are enjoyable,The product aren't enjoyable,positive,negative,"['are', ""aren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with enjoyable,Simple negation
555,negation,simple_negation,The product enjoy pleasant,The product don't enjoy pleasant,positive,negative,"['enjoy', ""don't enjoy"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with pleasant,Simple negation
556,negation,simple_negation,The restaurant  okay,The restaurant not  okay,positive,negative,"['', 'not ', 'okay']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with okay,Simple negation
557,negation,simple_negation,The book like enjoyable,The book don't like enjoyable,positive,negative,"['like', ""don't like"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with enjoyable,Simple negation
558,negation,simple_negation,The restaurant is pleasant,The restaurant isn't pleasant,positive,negative,"['is', ""isn't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with pleasant,Simple negation
559,negation,simple_negation,The product  pleasant,The product never  pleasant,positive,negative,"['', 'never ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with pleasant,Simple negation
560,negation,simple_negation,The movie enjoy enjoyable,The movie don't enjoy enjoyable,positive,negative,"['enjoy', ""don't enjoy"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with enjoyable,Simple negation
561,negation,simple_negation,The restaurant are enjoyable,The restaurant aren't enjoyable,positive,negative,"['are', ""aren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with enjoyable,Simple negation
562,negation,simple_negation,The product enjoy satisfying,The product don't enjoy satisfying,positive,negative,"['enjoy', ""don't enjoy"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with satisfying,Simple negation
563,negation,simple_negation,The restaurant are solid,The restaurant aren't solid,positive,negative,"['are', ""aren't"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with solid,Simple negation
564,negation,simple_negation,The book enjoy nice,The book don't enjoy nice,positive,negative,"['enjoy', ""don't enjoy"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with nice,Simple negation
565,negation,simple_negation,The restaurant always fine,The restaurant never fine,positive,negative,"['always', 'never', 'fine']",4,medium,"[4, 5, 6]",Simple negation: always vs never with fine,Simple negation
566,negation,simple_negation,The product are pleasant,The product aren't pleasant,positive,negative,"['are', ""aren't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with pleasant,Simple negation
567,negation,simple_negation,The product is enjoyable,The product isn't enjoyable,positive,negative,"['is', ""isn't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with enjoyable,Simple negation
568,negation,simple_negation,The product always acceptable,The product never acceptable,positive,negative,"['always', 'never', 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: always vs never with acceptable,Simple negation
569,negation,simple_negation,The product  satisfying,The product not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
570,negation,simple_negation,The movie  enjoyable,The movie never  enjoyable,positive,negative,"['', 'never ', 'enjoyable']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with enjoyable,Simple negation
571,negation,simple_negation,The movie  satisfying,The movie never  satisfying,positive,negative,"['', 'never ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with satisfying,Simple negation
572,negation,simple_negation,The movie love enjoyable,The movie don't love enjoyable,positive,negative,"['love', ""don't love"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with enjoyable,Simple negation
573,negation,simple_negation,The product  nice,The product not  nice,positive,negative,"['', 'not ', 'nice']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with nice,Simple negation
574,negation,simple_negation,The restaurant love okay,The restaurant don't love okay,positive,negative,"['love', ""don't love"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with okay,Simple negation
575,negation,simple_negation,The restaurant like satisfying,The restaurant don't like satisfying,positive,negative,"['like', ""don't like"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with satisfying,Simple negation
576,negation,simple_negation,The book enjoy satisfying,The book don't enjoy satisfying,positive,negative,"['enjoy', ""don't enjoy"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with satisfying,Simple negation
577,negation,simple_negation,The book love decent,The book don't love decent,positive,negative,"['love', ""don't love"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with decent,Simple negation
578,negation,simple_negation,The product  okay,The product never  okay,positive,negative,"['', 'never ', 'okay']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with okay,Simple negation
579,negation,simple_negation,The restaurant love solid,The restaurant don't love solid,positive,negative,"['love', ""don't love"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with solid,Simple negation
580,negation,simple_negation,The restaurant was okay,The restaurant wasn't okay,positive,negative,"['was', ""wasn't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with okay,Simple negation
581,negation,simple_negation,The book are pleasant,The book aren't pleasant,positive,negative,"['are', ""aren't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with pleasant,Simple negation
582,negation,simple_negation,The restaurant like decent,The restaurant don't like decent,positive,negative,"['like', ""don't like"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with decent,Simple negation
583,negation,simple_negation,The product was pleasant,The product wasn't pleasant,positive,negative,"['was', ""wasn't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with pleasant,Simple negation
584,negation,simple_negation,The product  satisfying,The product never  satisfying,positive,negative,"['', 'never ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with satisfying,Simple negation
585,negation,simple_negation,The movie  solid,The movie never  solid,positive,negative,"['', 'never ', 'solid']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with solid,Simple negation
586,negation,simple_negation,The restaurant is satisfying,The restaurant isn't satisfying,positive,negative,"['is', ""isn't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with satisfying,Simple negation
587,negation,simple_negation,The movie always fine,The movie never fine,positive,negative,"['always', 'never', 'fine']",4,medium,"[4, 5, 6]",Simple negation: always vs never with fine,Simple negation
588,negation,simple_negation,The restaurant  enjoyable,The restaurant never  enjoyable,positive,negative,"['', 'never ', 'enjoyable']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with enjoyable,Simple negation
589,negation,simple_negation,The book are satisfying,The book aren't satisfying,positive,negative,"['are', ""aren't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with satisfying,Simple negation
590,negation,simple_negation,The restaurant like solid,The restaurant don't like solid,positive,negative,"['like', ""don't like"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with solid,Simple negation
591,negation,simple_negation,The book always nice,The book never nice,positive,negative,"['always', 'never', 'nice']",4,medium,"[4, 5, 6]",Simple negation: always vs never with nice,Simple negation
592,negation,simple_negation,The movie were nice,The movie weren't nice,positive,negative,"['were', ""weren't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with nice,Simple negation
593,negation,simple_negation,The restaurant was satisfying,The restaurant wasn't satisfying,positive,negative,"['was', ""wasn't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with satisfying,Simple negation
594,negation,simple_negation,The restaurant always nice,The restaurant never nice,positive,negative,"['always', 'never', 'nice']",4,medium,"[4, 5, 6]",Simple negation: always vs never with nice,Simple negation
595,negation,simple_negation,The product love acceptable,The product don't love acceptable,positive,negative,"['love', ""don't love"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with acceptable,Simple negation
596,negation,simple_negation,The book always satisfying,The book never satisfying,positive,negative,"['always', 'never', 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: always vs never with satisfying,Simple negation
597,negation,simple_negation,The movie  okay,The movie not  okay,positive,negative,"['', 'not ', 'okay']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with okay,Simple negation
598,negation,simple_negation,The movie is fine,The movie isn't fine,positive,negative,"['is', ""isn't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with fine,Simple negation
599,negation,simple_negation,The book enjoy satisfying,The book don't enjoy satisfying,positive,negative,"['enjoy', ""don't enjoy"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with satisfying,Simple negation
600,negation,simple_negation,The book always enjoyable,The book never enjoyable,positive,negative,"['always', 'never', 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: always vs never with enjoyable,Simple negation
601,negation,simple_negation,The product was good,The product wasn't good,positive,negative,"['was', ""wasn't"", 'good']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with good,Simple negation
602,negation,simple_negation,The movie was satisfying,The movie wasn't satisfying,positive,negative,"['was', ""wasn't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with satisfying,Simple negation
603,negation,simple_negation,The movie  satisfying,The movie not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
604,negation,simple_negation,The restaurant were fine,The restaurant weren't fine,positive,negative,"['were', ""weren't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with fine,Simple negation
605,negation,simple_negation,The product always nice,The product never nice,positive,negative,"['always', 'never', 'nice']",4,medium,"[4, 5, 6]",Simple negation: always vs never with nice,Simple negation
606,negation,simple_negation,The movie  okay,The movie not  okay,positive,negative,"['', 'not ', 'okay']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with okay,Simple negation
607,negation,simple_negation,The movie enjoy acceptable,The movie don't enjoy acceptable,positive,negative,"['enjoy', ""don't enjoy"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with acceptable,Simple negation
608,negation,simple_negation,The product love acceptable,The product don't love acceptable,positive,negative,"['love', ""don't love"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with acceptable,Simple negation
609,negation,simple_negation,The book  good,The book never  good,positive,negative,"['', 'never ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with good,Simple negation
610,negation,simple_negation,The restaurant love fine,The restaurant don't love fine,positive,negative,"['love', ""don't love"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with fine,Simple negation
611,negation,simple_negation,The product is solid,The product isn't solid,positive,negative,"['is', ""isn't"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with solid,Simple negation
612,negation,simple_negation,The book  acceptable,The book not  acceptable,positive,negative,"['', 'not ', 'acceptable']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with acceptable,Simple negation
613,negation,simple_negation,The restaurant are acceptable,The restaurant aren't acceptable,positive,negative,"['are', ""aren't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with acceptable,Simple negation
614,negation,simple_negation,The book were acceptable,The book weren't acceptable,positive,negative,"['were', ""weren't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with acceptable,Simple negation
615,negation,simple_negation,The restaurant were pleasant,The restaurant weren't pleasant,positive,negative,"['were', ""weren't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with pleasant,Simple negation
616,negation,simple_negation,The restaurant were decent,The restaurant weren't decent,positive,negative,"['were', ""weren't"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with decent,Simple negation
617,negation,simple_negation,The book are acceptable,The book aren't acceptable,positive,negative,"['are', ""aren't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with acceptable,Simple negation
618,negation,simple_negation,The book like acceptable,The book don't like acceptable,positive,negative,"['like', ""don't like"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with acceptable,Simple negation
619,negation,simple_negation,The book  good,The book not  good,positive,negative,"['', 'not ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with good,Simple negation
620,negation,simple_negation,The book were fine,The book weren't fine,positive,negative,"['were', ""weren't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with fine,Simple negation
621,negation,simple_negation,The movie enjoy solid,The movie don't enjoy solid,positive,negative,"['enjoy', ""don't enjoy"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with solid,Simple negation
622,negation,simple_negation,The movie like decent,The movie don't like decent,positive,negative,"['like', ""don't like"", 'decent']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with decent,Simple negation
623,negation,simple_negation,The book were okay,The book weren't okay,positive,negative,"['were', ""weren't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with okay,Simple negation
624,negation,simple_negation,The movie enjoy good,The movie don't enjoy good,positive,negative,"['enjoy', ""don't enjoy"", 'good']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with good,Simple negation
625,negation,simple_negation,The restaurant like pleasant,The restaurant don't like pleasant,positive,negative,"['like', ""don't like"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with pleasant,Simple negation
626,negation,simple_negation,The restaurant  satisfying,The restaurant not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
627,negation,simple_negation,The movie love okay,The movie don't love okay,positive,negative,"['love', ""don't love"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with okay,Simple negation
628,negation,simple_negation,The book love acceptable,The book don't love acceptable,positive,negative,"['love', ""don't love"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with acceptable,Simple negation
629,negation,simple_negation,The book were fine,The book weren't fine,positive,negative,"['were', ""weren't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with fine,Simple negation
630,negation,simple_negation,The restaurant was good,The restaurant wasn't good,positive,negative,"['was', ""wasn't"", 'good']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with good,Simple negation
631,negation,simple_negation,The book love nice,The book don't love nice,positive,negative,"['love', ""don't love"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with nice,Simple negation
632,negation,simple_negation,The movie are acceptable,The movie aren't acceptable,positive,negative,"['are', ""aren't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with acceptable,Simple negation
633,negation,simple_negation,The book was satisfying,The book wasn't satisfying,positive,negative,"['was', ""wasn't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with satisfying,Simple negation
634,negation,simple_negation,The restaurant enjoy pleasant,The restaurant don't enjoy pleasant,positive,negative,"['enjoy', ""don't enjoy"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with pleasant,Simple negation
635,negation,simple_negation,The restaurant is enjoyable,The restaurant isn't enjoyable,positive,negative,"['is', ""isn't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with enjoyable,Simple negation
636,negation,simple_negation,The product enjoy satisfying,The product don't enjoy satisfying,positive,negative,"['enjoy', ""don't enjoy"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with satisfying,Simple negation
637,negation,simple_negation,The movie  fine,The movie not  fine,positive,negative,"['', 'not ', 'fine']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with fine,Simple negation
638,negation,simple_negation,The product love okay,The product don't love okay,positive,negative,"['love', ""don't love"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with okay,Simple negation
639,negation,simple_negation,The product is solid,The product isn't solid,positive,negative,"['is', ""isn't"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with solid,Simple negation
640,negation,simple_negation,The movie was okay,The movie wasn't okay,positive,negative,"['was', ""wasn't"", 'okay']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with okay,Simple negation
641,negation,simple_negation,The restaurant  enjoyable,The restaurant not  enjoyable,positive,negative,"['', 'not ', 'enjoyable']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with enjoyable,Simple negation
642,negation,simple_negation,The product like satisfying,The product don't like satisfying,positive,negative,"['like', ""don't like"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with satisfying,Simple negation
643,negation,simple_negation,The book was acceptable,The book wasn't acceptable,positive,negative,"['was', ""wasn't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with acceptable,Simple negation
644,negation,simple_negation,The book were fine,The book weren't fine,positive,negative,"['were', ""weren't"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with fine,Simple negation
645,negation,simple_negation,The movie always nice,The movie never nice,positive,negative,"['always', 'never', 'nice']",4,medium,"[4, 5, 6]",Simple negation: always vs never with nice,Simple negation
646,negation,simple_negation,The restaurant was pleasant,The restaurant wasn't pleasant,positive,negative,"['was', ""wasn't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with pleasant,Simple negation
647,negation,simple_negation,The movie like enjoyable,The movie don't like enjoyable,positive,negative,"['like', ""don't like"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with enjoyable,Simple negation
648,negation,simple_negation,The movie always enjoyable,The movie never enjoyable,positive,negative,"['always', 'never', 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: always vs never with enjoyable,Simple negation
649,negation,simple_negation,The book were nice,The book weren't nice,positive,negative,"['were', ""weren't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with nice,Simple negation
650,negation,simple_negation,The product are enjoyable,The product aren't enjoyable,positive,negative,"['are', ""aren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with enjoyable,Simple negation
651,negation,simple_negation,The restaurant always satisfying,The restaurant never satisfying,positive,negative,"['always', 'never', 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: always vs never with satisfying,Simple negation
652,negation,simple_negation,The book  acceptable,The book not  acceptable,positive,negative,"['', 'not ', 'acceptable']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with acceptable,Simple negation
653,negation,simple_negation,The book are enjoyable,The book aren't enjoyable,positive,negative,"['are', ""aren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with enjoyable,Simple negation
654,negation,simple_negation,The movie were pleasant,The movie weren't pleasant,positive,negative,"['were', ""weren't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with pleasant,Simple negation
655,negation,simple_negation,The movie love pleasant,The movie don't love pleasant,positive,negative,"['love', ""don't love"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with pleasant,Simple negation
656,negation,simple_negation,The restaurant enjoy good,The restaurant don't enjoy good,positive,negative,"['enjoy', ""don't enjoy"", 'good']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with good,Simple negation
657,negation,simple_negation,The book  satisfying,The book not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
658,negation,simple_negation,The product  pleasant,The product not  pleasant,positive,negative,"['', 'not ', 'pleasant']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with pleasant,Simple negation
659,negation,simple_negation,The movie always okay,The movie never okay,positive,negative,"['always', 'never', 'okay']",4,medium,"[4, 5, 6]",Simple negation: always vs never with okay,Simple negation
660,negation,simple_negation,The movie like nice,The movie don't like nice,positive,negative,"['like', ""don't like"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with nice,Simple negation
661,negation,simple_negation,The book  satisfying,The book not  satisfying,positive,negative,"['', 'not ', 'satisfying']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with satisfying,Simple negation
662,negation,simple_negation,The restaurant enjoy pleasant,The restaurant don't enjoy pleasant,positive,negative,"['enjoy', ""don't enjoy"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with pleasant,Simple negation
663,negation,simple_negation,The product like acceptable,The product don't like acceptable,positive,negative,"['like', ""don't like"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: like vs don't like with acceptable,Simple negation
664,negation,simple_negation,The product  solid,The product not  solid,positive,negative,"['', 'not ', 'solid']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with solid,Simple negation
665,negation,simple_negation,The book  fine,The book not  fine,positive,negative,"['', 'not ', 'fine']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with fine,Simple negation
666,negation,simple_negation,The book were pleasant,The book weren't pleasant,positive,negative,"['were', ""weren't"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with pleasant,Simple negation
667,negation,simple_negation,The restaurant were satisfying,The restaurant weren't satisfying,positive,negative,"['were', ""weren't"", 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with satisfying,Simple negation
668,negation,simple_negation,The movie were nice,The movie weren't nice,positive,negative,"['were', ""weren't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with nice,Simple negation
669,negation,simple_negation,The restaurant  decent,The restaurant never  decent,positive,negative,"['', 'never ', 'decent']",3,medium,"[4, 5, 6]",Simple negation:  vs never  with decent,Simple negation
670,negation,simple_negation,The product always nice,The product never nice,positive,negative,"['always', 'never', 'nice']",4,medium,"[4, 5, 6]",Simple negation: always vs never with nice,Simple negation
671,negation,simple_negation,The product enjoy enjoyable,The product don't enjoy enjoyable,positive,negative,"['enjoy', ""don't enjoy"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with enjoyable,Simple negation
672,negation,simple_negation,The movie  fine,The movie not  fine,positive,negative,"['', 'not ', 'fine']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with fine,Simple negation
673,negation,simple_negation,The product were acceptable,The product weren't acceptable,positive,negative,"['were', ""weren't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: were vs weren't with acceptable,Simple negation
674,negation,simple_negation,The restaurant was nice,The restaurant wasn't nice,positive,negative,"['was', ""wasn't"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: was vs wasn't with nice,Simple negation
675,negation,simple_negation,The book love fine,The book don't love fine,positive,negative,"['love', ""don't love"", 'fine']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with fine,Simple negation
676,negation,simple_negation,The movie  good,The movie not  good,positive,negative,"['', 'not ', 'good']",3,medium,"[4, 5, 6]",Simple negation:  vs not  with good,Simple negation
677,negation,simple_negation,The movie love nice,The movie don't love nice,positive,negative,"['love', ""don't love"", 'nice']",4,medium,"[4, 5, 6]",Simple negation: love vs don't love with nice,Simple negation
678,negation,simple_negation,The restaurant always satisfying,The restaurant never satisfying,positive,negative,"['always', 'never', 'satisfying']",4,medium,"[4, 5, 6]",Simple negation: always vs never with satisfying,Simple negation
679,negation,simple_negation,The product are solid,The product aren't solid,positive,negative,"['are', ""aren't"", 'solid']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with solid,Simple negation
680,negation,simple_negation,The product is acceptable,The product isn't acceptable,positive,negative,"['is', ""isn't"", 'acceptable']",4,medium,"[4, 5, 6]",Simple negation: is vs isn't with acceptable,Simple negation
681,negation,simple_negation,The restaurant always fine,The restaurant never fine,positive,negative,"['always', 'never', 'fine']",4,medium,"[4, 5, 6]",Simple negation: always vs never with fine,Simple negation
682,negation,simple_negation,The restaurant enjoy pleasant,The restaurant don't enjoy pleasant,positive,negative,"['enjoy', ""don't enjoy"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with pleasant,Simple negation
683,negation,simple_negation,The movie enjoy pleasant,The movie don't enjoy pleasant,positive,negative,"['enjoy', ""don't enjoy"", 'pleasant']",4,medium,"[4, 5, 6]",Simple negation: enjoy vs don't enjoy with pleasant,Simple negation
684,negation,simple_negation,The product are enjoyable,The product aren't enjoyable,positive,negative,"['are', ""aren't"", 'enjoyable']",4,medium,"[4, 5, 6]",Simple negation: are vs aren't with enjoyable,Simple negation
